word.cnt	speaker.ab	conv.id	gender	mixed
914	A	7228	F	Y
855	B	7228	M	Y
1112	A	7229	F	N
936	B	7229	F	N
953	A	7230	F	Y
664	B	7230	M	Y
599	A	7231	F	Y
817	B	7231	M	Y
551	A	7232	F	N
1301	B	7232	F	N
923	A	7233	F	N
1350	B	7233	F	N
938	A	7234	F	N
754	B	7234	F	N
755	A	7235	M	Y
701	B	7235	F	Y
1020	A	7236	F	N
845	B	7236	F	N
1727	A	7237	F	Y
710	B	7237	M	Y
539	A	7238	F	N
1151	B	7238	F	N
829	A	7239	M	Y
989	B	7239	F	Y
1102	A	7240	F	N
807	B	7240	F	N
1009	A	7241	F	N
1000	B	7241	F	N
696	A	7242	F	N
1149	B	7242	F	N
1112	A	7243	F	Y
893	B	7243	M	Y
995	A	7244	F	Y
802	B	7244	M	Y
1165	A	7245	M	Y
505	B	7245	F	Y
534	A	7246	M	Y
866	B	7246	F	Y
1081	A	7247	M	Y
916	B	7247	F	Y
654	A	7248	F	N
1589	B	7248	F	N
1326	A	7249	F	N
811	B	7249	F	N
692	A	7250	F	Y
918	B	7250	M	Y
717	A	7251	F	N
1677	B	7251	F	N
883	A	7252	F	N
548	B	7252	F	N
1042	A	7253	F	Y
868	B	7253	M	Y
701	A	7254	F	N
1525	B	7254	F	N
1126	A	7255	F	N
675	B	7255	F	N
1161	A	7256	F	N
451	B	7256	F	N
1411	A	7257	F	N
767	B	7257	F	N
665	A	7258	F	Y
1186	B	7258	M	Y
1423	A	7259	M	Y
625	B	7259	F	Y
533	A	7260	M	Y
1167	B	7260	F	Y
619	A	7261	M	Y
1446	B	7261	F	Y
969	A	7262	F	N
482	B	7262	F	N
713	A	7263	F	N
899	B	7263	F	N
1251	A	7264	F	N
842	B	7264	F	N
803	A	7265	F	Y
1004	B	7265	M	Y
713	A	7266	F	N
1460	B	7266	F	N
1403	A	7267	F	N
606	B	7267	F	N
730	A	7268	F	N
809	B	7268	F	N
736	A	7269	F	N
1011	B	7269	F	N
1478	A	7270	F	Y
625	B	7270	M	Y
1397	A	7271	F	N
562	B	7271	F	N
1164	A	7272	F	Y
995	B	7272	M	Y
1026	A	7273	F	N
923	B	7273	F	N
672	A	7274	F	N
1336	B	7274	F	N
1336	A	7275	F	N
621	B	7275	F	N
1078	A	7276	F	N
668	B	7276	F	N
986	A	7277	M	Y
1011	B	7277	F	Y
1119	A	7278	F	N
985	B	7278	F	N
1078	A	7279	F	N
632	B	7279	F	N
1103	A	7280	M	Y
807	B	7280	F	Y
1393	A	7281	M	Y
534	B	7281	F	Y
1039	A	7282	M	Y
834	B	7282	F	Y
787	A	7283	F	N
1370	B	7283	F	N
1193	A	7284	F	N
1068	B	7284	F	N
677	A	7285	F	N
1209	B	7285	F	N
707	A	7286	F	N
1150	B	7286	F	N
1059	A	7287	F	N
694	B	7287	F	N
988	A	7288	F	N
1308	B	7288	F	N
931	A	7289	F	N
952	B	7289	F	N
1172	A	7290	F	Y
698	B	7290	M	Y
1326	A	7291	F	N
903	B	7291	F	N
1601	A	7292	M	Y
1131	B	7292	F	Y
798	A	7293	M	Y
951	B	7293	F	Y
1021	A	7294	M	Y
899	B	7294	F	Y
1352	A	7295	M	Y
396	B	7295	F	Y
933	A	7296	F	N
653	B	7296	F	N
1024	A	7297	F	N
992	B	7297	F	N
1236	A	7298	F	N
941	B	7298	F	N
1388	A	7299	F	N
505	B	7299	F	N
1372	A	7300	F	N
905	B	7300	F	N
587	A	7301	F	N
1466	B	7301	F	N
770	A	7302	F	N
1589	B	7302	F	N
1525	A	7303	F	Y
507	B	7303	M	Y
1144	A	7304	M	Y
1284	B	7304	F	Y
1701	A	7305	F	N
737	B	7305	F	N
778	A	7306	F	Y
1222	B	7306	M	Y
885	A	7307	F	N
1049	B	7307	F	N
780	A	7308	F	N
1293	B	7308	F	N
1226	A	7309	F	N
888	B	7309	F	N
855	A	7310	M	Y
963	B	7310	F	Y
842	A	7311	F	N
1391	B	7311	F	N
1135	A	7312	F	N
1011	B	7312	F	N
1128	A	7313	F	N
1362	B	7313	F	N
741	A	7314	F	N
1444	B	7314	F	N
468	A	7315	F	N
1514	B	7315	F	N
1166	A	7316	F	N
629	B	7316	F	N
628	A	7317	F	N
1054	B	7317	F	N
693	A	7318	F	N
959	B	7318	F	N
1489	A	7319	M	Y
934	B	7319	F	Y
1007	A	7320	M	Y
893	B	7320	F	Y
938	A	7321	F	N
848	B	7321	F	N
678	A	7322	F	Y
917	B	7322	M	Y
1234	A	7323	F	N
463	B	7323	F	N
959	A	7324	F	N
877	B	7324	F	N
1757	A	7325	F	N
511	B	7325	F	N
1163	A	7326	F	N
731	B	7326	F	N
878	A	7327	F	N
609	B	7327	F	N
1057	A	7328	F	Y
873	B	7328	M	Y
879	A	7329	M	Y
761	B	7329	F	Y
1024	A	7330	M	Y
948	B	7330	F	Y
814	A	7331	F	N
881	B	7331	F	N
1033	A	7332	F	N
1070	B	7332	F	N
798	A	7333	M	Y
1025	B	7333	F	Y
787	A	7334	M	Y
1582	B	7334	F	Y
535	A	7335	F	Y
905	B	7335	M	Y
628	A	7336	F	Y
1639	B	7336	M	Y
458	A	7337	M	Y
883	B	7337	F	Y
1211	A	7338	M	Y
1127	B	7338	F	Y
1300	A	7339	F	N
1184	B	7339	F	N
1042	A	7340	F	N
1187	B	7340	F	N
1498	A	7341	F	N
766	B	7341	F	N
536	A	7342	M	Y
1439	B	7342	F	Y
1024	A	7343	F	N
1203	B	7343	F	N
962	A	7344	F	N
1001	B	7344	F	N
1063	A	7345	F	N
615	B	7345	F	N
724	A	7346	F	Y
796	B	7346	M	Y
471	A	7347	F	Y
1329	B	7347	M	Y
609	A	7348	M	Y
1395	B	7348	F	Y
992	A	7349	F	N
996	B	7349	F	N
879	A	7350	F	N
861	B	7350	F	N
522	A	7351	F	Y
1526	B	7351	M	Y
582	A	7352	M	Y
1263	B	7352	F	Y
859	A	7353	F	Y
1111	B	7353	M	Y
593	A	7354	F	N
1242	B	7354	F	N
620	A	7355	F	N
1145	B	7355	F	N
453	A	7356	F	Y
1157	B	7356	M	Y
881	A	7357	M	Y
992	B	7357	F	Y
1116	A	7358	F	Y
1228	B	7358	M	Y
1244	A	7359	F	N
986	B	7359	F	N
634	A	7360	F	N
1113	B	7360	F	N
1241	A	7361	F	N
736	B	7361	F	N
903	A	7362	M	Y
1246	B	7362	F	Y
964	A	7363	F	Y
1097	B	7363	M	Y
1073	A	7364	F	N
569	B	7364	F	N
1163	A	7365	F	N
693	B	7365	F	N
675	A	7366	M	Y
1277	B	7366	F	Y
593	A	7367	F	N
1365	B	7367	F	N
986	A	7368	F	N
834	B	7368	F	N
815	A	7369	M	Y
1392	B	7369	F	Y
811	A	7370	F	N
1262	B	7370	F	N
1139	A	7371	M	Y
584	B	7371	F	Y
732	A	7372	F	N
1109	B	7372	F	N
1002	A	7373	F	N
700	B	7373	F	N
1336	A	7374	F	N
796	B	7374	F	N
783	A	7375	F	N
952	B	7375	F	N
835	A	7376	F	N
1026	B	7376	F	N
823	A	7377	M	Y
1107	B	7377	F	Y
1087	A	7378	F	N
1028	B	7378	F	N
1053	A	7379	F	N
764	B	7379	F	N
831	A	7380	F	N
1159	B	7380	F	N
810	A	7381	F	N
1326	B	7381	F	N
903	A	7382	M	Y
761	B	7382	F	Y
1040	A	7383	F	Y
811	B	7383	M	Y
901	A	7384	F	N
1029	B	7384	F	N
468	A	7385	F	N
1626	B	7385	F	N
999	A	7386	F	N
911	B	7386	F	N
757	A	7387	M	Y
1125	B	7387	F	Y
1139	A	7388	F	Y
953	B	7388	M	Y
506	A	7389	F	N
1496	B	7389	F	N
648	A	7390	F	Y
1282	B	7390	M	Y
789	A	7391	F	Y
1015	B	7391	M	Y
970	A	7392	F	N
919	B	7392	F	N
497	A	7393	F	N
933	B	7393	F	N
1041	A	7394	F	N
1195	B	7394	F	N
604	A	7395	F	Y
752	B	7395	M	Y
1046	A	7396	F	N
655	B	7396	F	N
696	A	7397	F	N
1528	B	7397	F	N
725	A	7398	M	Y
935	B	7398	F	Y
951	A	7399	F	Y
974	B	7399	M	Y
863	A	7400	M	Y
783	B	7400	F	Y
800	A	7401	F	N
964	B	7401	F	N
1116	A	7402	M	Y
916	B	7402	F	Y
1169	A	7403	M	Y
886	B	7403	F	Y
1291	A	7404	M	Y
545	B	7404	F	Y
898	A	7405	M	Y
1161	B	7405	F	Y
596	A	7406	F	N
1385	B	7406	F	N
949	A	7407	M	Y
820	B	7407	F	Y
1288	A	7408	F	N
598	B	7408	F	N
517	A	7409	F	Y
974	B	7409	M	Y
545	A	7410	F	Y
1311	B	7410	M	Y
697	A	7411	M	Y
725	B	7411	F	Y
727	A	7412	F	Y
1054	B	7412	M	Y
1300	A	7413	M	Y
519	B	7413	F	Y
1645	A	7414	F	N
484	B	7414	F	N
1011	A	7415	F	N
851	B	7415	F	N
1665	A	7416	F	Y
537	B	7416	M	Y
780	A	7417	F	N
1043	B	7417	F	N
470	A	7418	F	Y
1200	B	7418	M	Y
1090	A	7419	F	Y
554	B	7419	M	Y
1155	A	7420	F	N
332	B	7420	F	N
1013	A	7421	F	N
1337	B	7421	F	N
832	A	7422	M	Y
764	B	7422	F	Y
945	A	7423	M	Y
1025	B	7423	F	Y
1527	A	7424	M	Y
743	B	7424	F	Y
1380	A	7425	F	Y
830	B	7425	M	Y
757	A	7426	M	Y
1143	B	7426	F	Y
678	A	7427	F	N
1523	B	7427	F	N
866	A	7428	F	N
1049	B	7428	F	N
877	A	7429	F	N
1031	B	7429	F	N
739	A	7430	M	Y
905	B	7430	F	Y
1205	A	7431	F	Y
838	B	7431	M	Y
1273	A	7432	F	N
959	B	7432	F	N
789	A	7433	F	N
1001	B	7433	F	N
1205	A	7434	F	N
584	B	7434	F	N
825	A	7435	F	Y
1214	B	7435	M	Y
778	A	7436	F	N
962	B	7436	F	N
1054	A	7437	F	Y
624	B	7437	M	Y
862	A	7438	F	N
1228	B	7438	F	N
647	A	7439	F	N
1271	B	7439	F	N
1174	A	7440	F	N
919	B	7440	F	N
1040	A	7441	M	Y
870	B	7441	F	Y
917	A	7442	M	Y
917	B	7442	F	Y
748	A	7443	F	Y
1106	B	7443	M	Y
839	A	7444	F	N
914	B	7444	F	N
940	A	7445	F	Y
837	B	7445	M	Y
1127	A	7446	F	N
1005	B	7446	F	N
981	A	7447	F	N
767	B	7447	F	N
1061	A	7448	F	N
774	B	7448	F	N
1097	A	7449	M	Y
957	B	7449	F	Y
648	A	7450	M	Y
1342	B	7450	F	Y
619	A	7451	F	N
1415	B	7451	F	N
705	A	7452	F	N
1200	B	7452	F	N
1190	A	7453	F	Y
826	B	7453	M	Y
735	A	7454	F	N
1102	B	7454	F	N
950	A	7455	F	N
864	B	7455	F	N
900	A	7456	F	Y
655	B	7456	M	Y
697	A	7457	M	Y
790	B	7457	F	Y
1174	A	7458	F	Y
976	B	7458	M	Y
546	A	7459	F	Y
1041	B	7459	M	Y
881	A	7460	M	Y
653	B	7460	F	Y
1245	A	7461	F	N
852	B	7461	F	N
603	A	7462	F	Y
1619	B	7462	M	Y
1328	A	7463	F	N
933	B	7463	F	N
746	A	7464	F	N
1085	B	7464	F	N
850	A	7465	F	Y
970	B	7465	M	Y
698	A	7466	M	Y
1236	B	7466	F	Y
688	A	7467	F	N
1191	B	7467	F	N
1298	A	7468	F	N
670	B	7468	F	N
1107	A	7469	F	N
410	B	7469	F	N
1096	A	7470	F	N
1175	B	7470	F	N
793	A	7471	F	N
1004	B	7471	F	N
534	A	7472	M	Y
1398	B	7472	F	Y
606	A	7473	F	Y
1131	B	7473	M	Y
1061	A	7474	F	N
796	B	7474	F	N
278	A	7475	F	Y
1239	B	7475	M	Y
1131	A	7476	F	N
937	B	7476	F	N
985	A	7477	M	Y
480	B	7477	F	Y
888	A	7478	F	N
412	B	7478	F	N
941	A	7479	F	Y
758	B	7479	M	Y
1339	A	7480	F	N
647	B	7480	F	N
702	A	7481	F	Y
1130	B	7481	M	Y
1431	A	7482	F	N
796	B	7482	F	N
810	A	7483	F	N
1436	B	7483	F	N
748	A	7484	M	Y
1002	B	7484	F	Y
969	A	7485	F	N
1125	B	7485	F	N
782	A	7486	F	N
1133	B	7486	F	N
1085	A	7487	F	N
1110	B	7487	F	N
975	A	7488	F	N
844	B	7488	F	N
955	A	7489	F	Y
636	B	7489	M	Y
1197	A	7490	F	N
755	B	7490	F	N
1123	A	7491	M	Y
999	B	7491	F	Y
1638	A	7492	F	N
1178	B	7492	F	N
1071	A	7493	F	N
945	B	7493	F	N
1086	A	7494	F	N
874	B	7494	F	N
583	A	7495	M	Y
1509	B	7495	F	Y
633	A	7496	M	Y
870	B	7496	F	Y
1221	A	7497	F	N
841	B	7497	F	N
909	A	7498	F	N
714	B	7498	F	N
849	A	7499	F	Y
1264	B	7499	M	Y
1060	A	7500	F	N
846	B	7500	F	N
1104	A	7501	M	Y
731	B	7501	F	Y
1459	A	7502	F	Y
710	B	7502	M	Y
763	A	7503	F	N
1166	B	7503	F	N
816	A	7504	F	N
1163	B	7504	F	N
1212	A	7505	M	Y
783	B	7505	F	Y
493	A	7506	F	N
1220	B	7506	F	N
877	A	7507	F	N
945	B	7507	F	N
947	A	7508	F	N
1134	B	7508	F	N
856	A	7509	F	Y
1409	B	7509	M	Y
469	A	7510	M	Y
1012	B	7510	F	Y
828	A	7511	F	N
841	B	7511	F	N
1111	A	7512	F	N
468	B	7512	F	N
1257	A	7513	M	Y
549	B	7513	F	Y
295	A	7514	M	Y
1379	B	7514	F	Y
625	A	7515	F	Y
1069	B	7515	M	Y
968	A	7516	F	Y
1195	B	7516	M	Y
649	A	7517	M	Y
994	B	7517	F	Y
1292	A	7518	F	N
1105	B	7518	F	N
864	A	7519	F	N
1302	B	7519	F	N
1052	A	7520	F	N
549	B	7520	F	N
995	A	7521	F	N
1189	B	7521	F	N
840	A	7522	M	Y
479	B	7522	F	Y
620	A	7523	M	Y
1367	B	7523	F	Y
1003	A	7524	F	N
1227	B	7524	F	N
518	A	7525	F	N
1094	B	7525	F	N
1048	A	7526	F	N
733	B	7526	F	N
829	A	7527	F	N
1247	B	7527	F	N
1311	A	7528	F	Y
341	B	7528	M	Y
839	A	7529	F	N
1019	B	7529	F	N
1102	A	7530	F	N
764	B	7530	F	N
724	A	7531	F	N
1108	B	7531	F	N
1020	A	7532	F	N
1153	B	7532	F	N
1726	A	7533	M	Y
305	B	7533	F	Y
845	A	7534	F	Y
806	B	7534	M	Y
745	A	7535	F	N
798	B	7535	F	N
1442	A	7536	F	N
652	B	7536	F	N
384	A	7537	F	N
1302	B	7537	F	N
1190	A	7538	F	N
648	B	7538	F	N
839	A	7539	F	Y
644	B	7539	M	Y
944	A	7540	M	Y
832	B	7540	F	Y
1294	A	7541	F	N
709	B	7541	F	N
971	A	7542	F	N
723	B	7542	F	N
732	A	7543	F	N
960	B	7543	F	N
742	A	7544	F	N
840	B	7544	F	N
819	A	7545	F	N
599	B	7545	F	N
1017	A	7546	M	Y
649	B	7546	F	Y
874	A	7547	M	Y
1076	B	7547	F	Y
973	A	7548	F	N
720	B	7548	F	N
579	A	7549	F	N
931	B	7549	F	N
873	A	7550	F	N
633	B	7550	F	N
1044	A	7551	F	Y
724	B	7551	M	Y
940	A	7552	F	N
789	B	7552	F	N
575	A	7553	F	N
1182	B	7553	F	N
749	A	7554	F	N
929	B	7554	F	N
629	A	7555	F	N
1528	B	7555	F	N
406	A	7556	F	Y
1254	B	7556	M	Y
966	A	7557	F	Y
904	B	7557	M	Y
1312	A	7558	F	N
695	B	7558	F	N
1090	A	7559	F	N
423	B	7559	F	N
1175	A	7560	F	Y
392	B	7560	M	Y
1496	A	7561	M	Y
296	B	7561	F	Y
1404	A	7562	F	N
633	B	7562	F	N
911	A	7563	F	N
697	B	7563	F	N
1155	A	7564	M	Y
1154	B	7564	F	Y
1228	A	7565	F	N
865	B	7565	F	N
1097	A	7566	M	Y
840	B	7566	F	Y
1050	A	7567	F	Y
1203	B	7567	M	Y
996	A	7568	F	N
591	B	7568	F	N
696	A	7569	F	N
1130	B	7569	F	N
1137	A	7570	M	Y
847	B	7570	F	Y
810	A	7571	F	N
1323	B	7571	F	N
1046	A	7572	F	N
668	B	7572	F	N
1172	A	7573	F	N
715	B	7573	F	N
1066	A	7574	F	N
1059	B	7574	F	N
645	A	7575	F	N
1084	B	7575	F	N
567	A	7576	F	Y
1047	B	7576	M	Y
724	A	7577	F	N
894	B	7577	F	N
1166	A	7578	F	N
1332	B	7578	F	N
786	A	7579	F	Y
1711	B	7579	M	Y
886	A	7580	F	Y
706	B	7580	M	Y
1038	A	7581	F	N
908	B	7581	F	N
1181	A	7582	F	N
772	B	7582	F	N
580	A	7583	F	N
1354	B	7583	F	N
1020	A	7584	M	Y
814	B	7584	F	Y
634	A	7585	F	N
1042	B	7585	F	N
1062	A	7586	F	N
842	B	7586	F	N
1157	A	7587	F	N
1189	B	7587	F	N
719	A	7588	F	N
755	B	7588	F	N
681	A	7589	F	Y
1192	B	7589	M	Y
694	A	7590	M	Y
1183	B	7590	F	Y
502	A	7591	M	Y
1615	B	7591	F	Y
1653	A	7592	M	Y
378	B	7592	F	Y
916	A	7593	F	N
695	B	7593	F	N
743	A	7594	M	Y
1322	B	7594	F	Y
745	A	7595	F	N
1153	B	7595	F	N
1362	A	7596	F	Y
781	B	7596	M	Y
1195	A	7597	F	N
1100	B	7597	F	N
1180	A	7598	F	N
725	B	7598	F	N
934	A	7599	F	N
950	B	7599	F	N
1013	A	7600	M	Y
756	B	7600	F	Y
1029	A	7601	F	N
1044	B	7601	F	N
913	A	7602	F	N
1444	B	7602	F	N
975	A	7603	M	Y
999	B	7603	F	Y
1218	A	7604	M	Y
715	B	7604	F	Y
424	A	7605	F	N
1140	B	7605	F	N
598	A	7606	F	N
1138	B	7606	F	N
1442	A	7607	F	N
502	B	7607	F	N
941	A	7608	F	Y
988	B	7608	M	Y
800	A	7609	M	Y
1146	B	7609	F	Y
1062	A	7610	F	Y
454	B	7610	M	Y
899	A	7611	M	Y
516	B	7611	F	Y
822	A	7612	M	Y
928	B	7612	F	Y
883	A	7613	F	Y
1145	B	7613	M	Y
846	A	7614	M	Y
1245	B	7614	F	Y
293	A	7615	F	N
1484	B	7615	F	N
1083	A	7616	F	N
883	B	7616	F	N
1387	A	7617	M	Y
577	B	7617	F	Y
885	A	7618	F	Y
1332	B	7618	M	Y
1185	A	7619	F	Y
966	B	7619	M	Y
1214	A	7620	M	Y
1242	B	7620	F	Y
913	A	7621	M	Y
958	B	7621	F	Y
560	A	7622	F	Y
1321	B	7622	M	Y
1705	A	7623	F	N
882	B	7623	F	N
663	A	7624	F	N
1100	B	7624	F	N
1278	A	7625	F	Y
874	B	7625	M	Y
971	A	7626	M	Y
1133	B	7626	F	Y
1070	A	7627	M	Y
743	B	7627	F	Y
1338	A	7628	F	N
786	B	7628	F	N
585	A	7629	F	N
1241	B	7629	F	N
511	A	7630	F	N
1261	B	7630	F	N
918	A	7631	F	N
976	B	7631	F	N
482	A	7632	F	N
1470	B	7632	F	N
950	A	7633	F	N
1104	B	7633	F	N
742	A	7634	F	N
1024	B	7634	F	N
976	A	7635	F	N
645	B	7635	F	N
772	A	7636	F	N
1264	B	7636	F	N
1452	A	7637	F	N
639	B	7637	F	N
1186	A	7638	F	N
970	B	7638	F	N
958	A	7639	F	N
1017	B	7639	F	N
1549	A	7640	F	N
544	B	7640	F	N
673	A	7641	F	N
1098	B	7641	F	N
1385	A	7642	F	Y
927	B	7642	M	Y
856	A	7643	F	Y
878	B	7643	M	Y
1203	A	7644	M	Y
698	B	7644	F	Y
1099	A	7645	F	N
861	B	7645	F	N
1127	A	7646	F	N
832	B	7646	F	N
1105	A	7647	F	Y
693	B	7647	M	Y
1183	A	7648	F	N
730	B	7648	F	N
1006	A	7649	M	Y
1246	B	7649	F	Y
442	A	7650	M	Y
1724	B	7650	F	Y
984	A	7651	F	N
1027	B	7651	F	N
994	A	7652	F	N
803	B	7652	F	N
682	A	7653	M	Y
665	B	7653	F	Y
1204	A	7654	M	Y
695	B	7654	F	Y
425	A	7655	F	N
1122	B	7655	F	N
1263	A	7656	F	N
958	B	7656	F	N
1291	A	7657	F	N
1059	B	7657	F	N
327	A	7658	F	N
1708	B	7658	F	N
1093	A	7659	F	N
1101	B	7659	F	N
798	A	7660	F	N
1356	B	7660	F	N
1176	A	7661	F	Y
1552	B	7661	M	Y
1526	A	7662	M	Y
541	B	7662	F	Y
785	A	7663	F	N
1125	B	7663	F	N
1134	A	7664	F	N
838	B	7664	F	N
798	A	7665	F	N
992	B	7665	F	N
999	A	7666	M	Y
1098	B	7666	F	Y
819	A	7667	F	N
1273	B	7667	F	N
1388	A	7668	F	N
606	B	7668	F	N
921	A	7669	M	Y
993	B	7669	F	Y
1108	A	7670	F	Y
980	B	7670	M	Y
1008	A	7671	F	N
920	B	7671	F	N
730	A	7672	F	N
799	B	7672	F	N
1275	A	7673	M	Y
702	B	7673	F	Y
1221	A	7674	F	N
555	B	7674	F	N
825	A	7675	F	N
1366	B	7675	F	N
874	A	7676	M	Y
951	B	7676	F	Y
1089	A	7677	F	N
735	B	7677	F	N
1172	A	7678	F	Y
930	B	7678	M	Y
1176	A	7679	F	Y
689	B	7679	M	Y
1029	A	7680	M	Y
897	B	7680	F	Y
779	A	7681	F	N
974	B	7681	F	N
1408	A	7682	M	Y
723	B	7682	F	Y
742	A	7683	M	Y
942	B	7683	F	Y
1353	A	7684	F	Y
642	B	7684	M	Y
1248	A	7685	M	Y
394	B	7685	F	Y
861	A	7686	M	Y
761	B	7686	F	Y
961	A	7687	F	Y
963	B	7687	M	Y
861	A	7688	F	Y
803	B	7688	M	Y
860	A	7689	F	Y
1567	B	7689	M	Y
844	A	7690	F	Y
1100	B	7690	M	Y
802	A	7691	F	Y
1107	B	7691	M	Y
702	A	7692	M	Y
1306	B	7692	F	Y
963	A	7693	M	Y
836	B	7693	F	Y
981	A	7694	F	N
1253	B	7694	F	N
646	A	7695	M	Y
1029	B	7695	F	Y
583	A	7696	F	Y
988	B	7696	M	Y
674	A	7697	F	N
1212	B	7697	F	N
1349	A	7698	F	N
352	B	7698	F	N
963	A	7699	F	N
646	B	7699	F	N
920	A	7700	F	N
1122	B	7700	F	N
1125	A	7701	F	N
691	B	7701	F	N
708	A	7702	F	Y
736	B	7702	M	Y
1358	A	7703	F	Y
516	B	7703	M	Y
924	A	7704	F	N
986	B	7704	F	N
1001	A	7705	F	Y
1107	B	7705	M	Y
521	A	7706	F	N
886	B	7706	F	N
882	A	7707	F	N
594	B	7707	F	N
535	A	7708	F	N
1559	B	7708	F	N
878	A	7709	F	N
1629	B	7709	F	N
788	A	7710	M	Y
1071	B	7710	F	Y
1157	A	7711	F	Y
604	B	7711	M	Y
382	A	7712	F	N
753	B	7712	F	N
1075	A	7713	F	Y
928	B	7713	M	Y
752	A	7714	M	Y
1127	B	7714	F	Y
884	A	7715	M	Y
1295	B	7715	F	Y
1185	A	7716	F	N
641	B	7716	F	N
510	A	7717	M	Y
1079	B	7717	F	Y
742	A	7718	F	N
1003	B	7718	F	N
751	A	7719	F	N
900	B	7719	F	N
1259	A	7720	F	N
570	B	7720	F	N
409	A	7721	F	N
1175	B	7721	F	N
864	A	7722	M	Y
1205	B	7722	F	Y
1027	A	7723	F	Y
980	B	7723	M	Y
872	A	7724	M	Y
899	B	7724	F	Y
886	A	7725	F	N
1157	B	7725	F	N
700	A	7726	F	Y
1595	B	7726	M	Y
957	A	7727	F	N
1304	B	7727	F	N
836	A	7728	F	N
1221	B	7728	F	N
991	A	7729	F	N
847	B	7729	F	N
933	A	7730	F	N
802	B	7730	F	N
1097	A	7731	F	Y
680	B	7731	M	Y
1347	A	7732	M	Y
581	B	7732	F	Y
978	A	7733	M	Y
379	B	7733	F	Y
755	A	7734	F	Y
1046	B	7734	M	Y
958	A	7735	F	N
841	B	7735	F	N
539	A	7736	F	N
1113	B	7736	F	N
867	A	7737	F	N
968	B	7737	F	N
881	A	7738	F	N
1202	B	7738	F	N
338	A	7739	F	N
1871	B	7739	F	N
844	A	7740	F	N
899	B	7740	F	N
1330	A	7741	F	N
952	B	7741	F	N
1313	A	7742	F	Y
903	B	7742	M	Y
1012	A	7743	F	N
871	B	7743	F	N
885	A	7744	F	N
768	B	7744	F	N
1097	A	7745	M	Y
563	B	7745	F	Y
860	A	7746	F	N
713	B	7746	F	N
1232	A	7747	F	N
720	B	7747	F	N
1089	A	7748	F	N
881	B	7748	F	N
751	A	7749	F	N
1275	B	7749	F	N
1445	A	7750	F	N
462	B	7750	F	N
863	A	7751	F	N
762	B	7751	F	N
648	A	7752	F	Y
1286	B	7752	M	Y
469	A	7753	M	Y
1358	B	7753	F	Y
844	A	7754	F	N
986	B	7754	F	N
648	A	7755	F	N
908	B	7755	F	N
802	A	7756	F	N
756	B	7756	F	N
601	A	7757	M	Y
1549	B	7757	F	Y
855	A	7758	M	Y
646	B	7758	F	Y
940	A	7759	F	N
1260	B	7759	F	N
799	A	7760	M	Y
1152	B	7760	F	Y
900	A	7761	M	Y
1060	B	7761	F	Y
1496	A	7762	M	Y
358	B	7762	F	Y
773	A	7763	F	N
1103	B	7763	F	N
840	A	7764	F	Y
786	B	7764	M	Y
808	A	7765	F	N
1084	B	7765	F	N
1007	A	7766	F	N
442	B	7766	F	N
495	A	7767	M	Y
1350	B	7767	F	Y
1578	A	7768	M	Y
594	B	7768	F	Y
989	A	7769	F	N
976	B	7769	F	N
998	A	7770	F	Y
656	B	7770	M	Y
735	A	7771	M	Y
1036	B	7771	F	Y
1169	A	7772	F	N
416	B	7772	F	N
802	A	7773	F	Y
952	B	7773	M	Y
774	A	7774	M	Y
1003	B	7774	F	Y
662	A	7775	M	Y
1054	B	7775	F	Y
1187	A	7776	M	Y
1097	B	7776	F	Y
952	A	7777	F	N
1050	B	7777	F	N
945	A	7778	F	Y
1059	B	7778	M	Y
912	A	7779	F	Y
927	B	7779	M	Y
975	A	7780	M	Y
689	B	7780	F	Y
1240	A	7781	M	Y
338	B	7781	F	Y
793	A	7782	F	Y
1012	B	7782	M	Y
734	A	7783	F	N
1128	B	7783	F	N
598	A	7784	F	N
835	B	7784	F	N
959	A	7785	F	N
833	B	7785	F	N
680	A	7786	F	N
999	B	7786	F	N
924	A	7787	F	N
1447	B	7787	F	N
886	A	7788	F	N
933	B	7788	F	N
975	A	7789	F	N
979	B	7789	F	N
502	A	7790	F	N
1162	B	7790	F	N
647	A	7791	F	N
1030	B	7791	F	N
814	A	7792	M	Y
1469	B	7792	F	Y
983	A	7793	F	N
581	B	7793	F	N
1134	A	7794	F	N
996	B	7794	F	N
993	A	7795	F	N
568	B	7795	F	N
675	A	7796	F	N
1224	B	7796	F	N
1322	A	7797	M	Y
639	B	7797	F	Y
856	A	7798	F	N
1408	B	7798	F	N
486	A	7799	F	N
1010	B	7799	F	N
1142	A	7800	F	N
559	B	7800	F	N
582	A	7801	M	Y
1309	B	7801	F	Y
1216	A	7802	F	N
828	B	7802	F	N
901	A	7803	F	N
1172	B	7803	F	N
849	A	7804	F	N
813	B	7804	F	N
599	A	7805	F	Y
1025	B	7805	M	Y
865	A	7806	M	Y
1023	B	7806	F	Y
1387	A	7807	M	Y
498	B	7807	F	Y
984	A	7808	F	N
534	B	7808	F	N
665	A	7809	F	Y
701	B	7809	M	Y
1563	A	7810	F	N
1075	B	7810	F	N
1089	A	7811	F	N
1188	B	7811	F	N
793	A	7812	F	N
1519	B	7812	F	N
837	A	7813	F	Y
1009	B	7813	M	Y
982	A	7814	M	Y
657	B	7814	F	Y
609	A	7815	F	N
1293	B	7815	F	N
756	A	7816	F	N
1191	B	7816	F	N
897	A	7817	F	N
